City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Shache,CN,38.4167,77.2406,72.46,18,65,14.18,broken clouds
343,Sladkovo,RU,55.5284,70.3385,28.29,78,14,3.36,few clouds
344,Pergine Valsugana,IT,46.065,11.238,54.39,95,74,2.24,broken clouds
345,Iralaya,HN,15.0,-83.2333,79.88,80,100,13.47,overcast clouds
346,Geraldton,AU,-28.7667,114.6,77.41,44,0,9.22,clear sky
347,Necochea,AR,-38.5473,-58.7368,49.12,78,9,11.79,clear sky
348,Sitka,US,57.0531,-135.33,58.89,82,100,9.22,moderate rain
349,Naryan-Mar,RU,67.6713,53.087,34.11,95,100,14.12,light snow
350,Bilma,NE,18.6853,12.9164,87.33,34,3,4.45,clear sky
351,Kaeo,NZ,-35.1,173.7833,67.32,97,99,13.65,overcast clouds
352,Padang,ID,-0.9492,100.3543,84.25,80,98,3.89,overcast clouds
353,Kalagarh,IN,29.5,78.75,77.72,67,0,1.19,clear sky
354,Asmar,AF,35.0333,71.3581,73.4,65,10,1.79,clear sky
355,Hambantota,LK,6.1241,81.1185,80.94,94,40,12.66,scattered clouds
356,Kuybysheve,UA,47.358,36.6491,60.82,92,9,5.26,clear sky
357,Seoul,KR,37.5683,126.9778,72.84,28,27,3.89,scattered clouds
358,Goderich,CA,43.7501,-81.7165,51.91,71,83,11.61,broken clouds
359,Havre-Saint-Pierre,CA,50.2334,-63.5986,49.05,86,96,14.27,overcast clouds
360,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.94,88,75,6.91,broken clouds
361,Verkhoyansk,RU,67.5447,133.385,26.74,82,100,2.55,overcast clouds
362,Cootamundra,AU,-34.65,148.0333,57.94,58,85,11.97,light rain
363,Banda Aceh,ID,5.5577,95.3222,82.4,73,96,8.63,overcast clouds
364,Ponta Do Sol,PT,32.6667,-17.1,71.01,77,84,7.45,broken clouds
365,Ottumwa,US,41.02,-92.4113,57.74,78,0,3.44,clear sky
366,Kerman,IR,30.2832,57.0788,66.88,11,0,0.16,clear sky
367,Sinjar,IQ,36.3209,41.8754,75.79,22,0,1.3,clear sky
368,Mercedes,AR,-34.6515,-59.4307,54.79,83,0,8.08,clear sky
369,Kondinskoye,RU,59.6481,67.41,27.68,71,30,4.61,scattered clouds
370,Fukue,JP,32.6881,128.8419,74.7,65,32,7.18,scattered clouds
371,Lebedinyy,RU,58.5167,125.5167,31.71,65,17,5.64,few clouds
372,Bejar,ES,40.3864,-5.7634,50.58,41,97,2.89,overcast clouds
373,Perbaungan,ID,3.5679,98.956,78.91,88,100,3.94,overcast clouds
374,Torres,BR,-29.3353,-49.7269,62.83,95,100,7.34,overcast clouds
375,Sandwick,GB,60.0,-1.25,51.62,87,20,16.11,light rain
376,Zelenchukskaya,RU,43.858,41.5894,52.02,63,0,6.58,clear sky
377,Acari,PE,-15.4311,-74.6158,65.37,68,100,2.8,overcast clouds
378,Tongchuan,CN,35.0806,109.0897,64.17,92,100,2.8,light rain
379,Werda,BW,-25.2667,23.2833,67.06,24,41,4.41,scattered clouds
380,Zhoucun,CN,36.8167,117.8167,74.89,83,100,2.17,overcast clouds
381,Tura,IN,25.5198,90.2201,84.97,68,24,2.28,few clouds
382,Sao Filipe,CV,14.8961,-24.4956,79.18,86,13,5.28,few clouds
383,Namibe,AO,-15.1961,12.1522,67.01,87,32,6.53,scattered clouds
384,Inirida,CO,3.8653,-67.9239,73.85,97,99,2.84,overcast clouds
385,Nelson Bay,AU,-32.7167,152.15,64.45,75,82,8.01,broken clouds
386,Awjilah,LY,29.1081,21.2869,86.05,27,0,11.86,clear sky
387,Tautira,PF,-17.7333,-149.15,77.54,68,4,6.69,clear sky
388,Lompoc,US,34.6391,-120.4579,63.01,92,100,4.61,mist
389,Vao,NC,-22.6667,167.4833,71.38,71,88,18.66,overcast clouds
390,Esperantinopolis,BR,-4.8667,-44.7083,78.8,71,57,5.3,broken clouds
391,Cidreira,BR,-30.1811,-50.2056,60.4,95,100,13.49,overcast clouds
392,Asfi,MA,32.2994,-9.2372,65.3,73,5,18.81,clear sky
393,Bereda,ES,43.2686,-7.5406,53.58,98,99,2.66,overcast clouds
394,Grao Mogol,BR,-16.5594,-42.8897,67.42,74,96,7.92,overcast clouds
395,Yining,CN,29.0361,114.5636,97.84,33,3,4.32,clear sky
396,Grand Gaube,MU,-20.0064,57.6608,68.38,72,2,1.99,clear sky
397,Eyl,SO,7.9803,49.8164,76.12,82,54,13.2,broken clouds
398,Viedma,AR,-40.8135,-62.9967,60.01,61,100,7.96,overcast clouds
399,Novovorontsovka,UA,47.5004,33.9175,63.82,78,70,8.21,broken clouds
400,Tilichiki,RU,60.4667,166.1,35.96,98,100,4.7,overcast clouds
401,Ola,RU,59.5833,151.2833,46.15,46,56,8.72,broken clouds
402,Obera,AR,-27.4871,-55.1199,59.36,100,89,1.25,overcast clouds
403,Corrales,US,35.2378,-106.6067,71.69,29,2,7.0,clear sky
404,Lebu,CL,-37.6167,-73.65,51.33,94,100,13.51,overcast clouds
405,Porto Novo,BJ,6.4965,2.6036,74.91,92,87,6.69,light rain
406,Birnin Kebbi,NG,12.4539,4.1975,74.61,80,99,5.7,overcast clouds
407,La Ronge,CA,55.1001,-105.2842,48.42,93,100,6.91,overcast clouds
408,Krasnaya Yaruga,RU,50.8008,35.6583,57.61,94,69,6.26,broken clouds
409,Orguz,BA,43.7739,16.8639,63.05,98,100,8.12,overcast clouds
410,Souillac,MU,-20.5167,57.5167,69.78,70,2,11.59,clear sky
411,Sakakah,SA,29.9697,40.2064,74.08,30,0,8.37,clear sky
412,Ixtapa,MX,20.7,-105.2,83.43,74,100,14.97,overcast clouds
413,Kaoma,ZM,-14.7833,24.8,60.94,39,7,5.64,clear sky
414,Bolshevik,BY,54.0065,27.5692,47.82,97,100,9.04,overcast clouds
415,Malakal,SS,9.5334,31.6605,71.15,87,76,1.45,broken clouds
416,Urumqi,CN,43.801,87.6005,31.15,100,100,8.95,light snow
417,Kindu,CD,-2.95,25.95,67.82,95,100,0.67,overcast clouds
418,Saint-Augustin,CA,51.226,-58.6502,50.59,70,100,12.46,overcast clouds
419,Terney,RU,45.0503,136.6092,69.24,62,38,8.32,scattered clouds
420,Liverpool,GB,53.4106,-2.9779,56.28,87,24,12.66,few clouds
421,Dhidhdhoo,MV,6.8833,73.1,80.29,81,100,26.26,overcast clouds
422,Taonan,CN,45.3333,122.7833,55.63,49,61,5.84,broken clouds
423,Ojinaga,MX,29.5667,-104.4167,76.15,31,0,6.91,clear sky
424,Honiara,SB,-9.4333,159.95,84.65,71,25,4.16,scattered clouds
425,Vilhena,BR,-12.7406,-60.1458,68.23,88,34,2.98,scattered clouds
426,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.92,84,26,8.46,scattered clouds
427,Hornepayne,CA,49.2138,-84.7705,46.04,93,94,7.07,overcast clouds
428,Shihezi,CN,44.3,86.0333,39.58,83,100,8.81,overcast clouds
429,Jumla,NP,29.2747,82.1838,64.17,60,1,0.09,clear sky
430,Chimbote,PE,-9.0853,-78.5783,60.84,86,93,6.62,overcast clouds
431,Ichhawar,IN,23.0167,77.0167,77.04,72,53,7.92,broken clouds
432,Dullewala,PK,31.8359,71.4362,84.29,30,0,9.93,clear sky
433,Peniche,PT,39.3558,-9.3811,56.93,92,61,11.43,broken clouds
434,Ariquemes,BR,-9.9133,-63.0408,73.87,84,68,3.83,broken clouds
435,Don Sak,TH,9.3168,99.6918,83.14,72,99,16.4,overcast clouds
436,Georgiyevka,KZ,43.0369,74.7114,39.24,41,0,6.71,clear sky
437,Marawi,PH,7.9986,124.2928,76.8,81,81,3.87,broken clouds
438,Sinnamary,GF,5.3833,-52.95,78.69,85,27,11.34,scattered clouds
439,Kayerkan,RU,69.3497,87.7602,28.53,92,100,7.18,overcast clouds
440,Namikupa,TZ,-10.8333,39.6,69.89,80,100,2.48,overcast clouds
441,Acapulco,MX,16.8634,-99.8901,80.42,78,100,4.61,overcast clouds
442,San Ramon,US,37.7799,-121.978,78.66,51,0,9.22,clear sky
443,Chapais,CA,49.7834,-74.8492,45.7,91,100,6.89,overcast clouds
444,Cooma,AU,-36.2333,149.1333,52.9,49,97,2.35,light rain
445,Havoysund,NO,70.9963,24.6622,41.23,70,1,9.93,clear sky
446,Maunabo,PR,18.0072,-65.8993,80.42,90,100,7.52,overcast clouds
447,Belmonte,BR,-15.8631,-38.8828,72.43,88,87,12.46,overcast clouds
448,Heishan,CN,41.6892,122.1128,64.89,56,100,7.7,overcast clouds
449,Sayyan,YE,15.1718,44.3244,57.29,23,2,3.74,clear sky
450,Andros Town,BS,24.7,-77.7667,78.76,79,52,8.95,broken clouds
451,Olafsvik,IS,64.8945,-23.7142,46.94,81,100,22.08,overcast clouds
452,Wanaka,NZ,-44.7,169.15,48.43,72,23,2.93,few clouds
453,Zhigansk,RU,66.7697,123.3711,28.44,79,100,2.35,overcast clouds
454,Salalah,OM,17.0151,54.0924,80.69,83,75,4.61,broken clouds
455,Oranjestad,AW,12.524,-70.027,75.15,88,75,18.41,thunderstorm with heavy rain
456,Sioux Lookout,CA,50.1001,-91.917,49.86,84,100,8.16,overcast clouds
457,Abu Samrah,SY,35.3029,37.1841,73.76,48,0,6.69,clear sky
458,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.56,78,52,2.8,broken clouds
459,Neuquen,AR,-38.9516,-68.0591,60.69,33,0,3.44,clear sky
460,Ancud,CL,-41.8697,-73.8203,45.07,94,17,5.32,few clouds
461,Winslow,US,35.0242,-110.6974,68.18,34,0,9.22,clear sky
462,Oksfjord,NO,70.2396,22.3479,41.18,66,8,7.96,clear sky
463,Bhinmal,IN,25.0,72.25,80.44,61,0,9.06,clear sky
464,Kiama,AU,-34.6833,150.8667,63.37,74,84,1.01,light rain
465,Trelew,AR,-43.249,-65.3051,55.81,58,34,5.79,scattered clouds
466,Sumenep,ID,-7.0167,113.8667,87.53,62,64,10.63,broken clouds
467,Sungurlare,BG,42.7667,26.7833,63.77,60,60,1.1,broken clouds
468,Adrar,MR,20.5022,-10.0711,78.37,26,0,11.41,clear sky
469,El Carmen,CO,8.5106,-73.4478,67.75,98,100,1.86,overcast clouds
470,Mitsamiouli,KM,-11.3847,43.2844,73.71,75,29,3.94,scattered clouds
471,Shenjiamen,CN,29.9576,122.298,78.28,86,100,14.63,overcast clouds
472,Rocha,UY,-34.4833,-54.3333,49.24,95,88,4.34,overcast clouds
473,Serabu,SL,7.7958,-12.0536,71.94,99,100,1.5,overcast clouds
474,Leshukonskoye,RU,64.8989,45.7622,40.64,98,100,7.54,overcast clouds
475,Ngorongoro,TZ,-3.2397,35.4875,48.87,93,93,5.35,overcast clouds
476,Vytegra,RU,61.0064,36.4481,44.74,92,96,7.4,overcast clouds
477,Guerrero Negro,MX,27.9769,-114.0611,70.92,82,0,14.05,clear sky
478,Manono,CD,-7.3,27.4167,69.98,80,93,3.24,overcast clouds
479,Haines Junction,CA,60.7522,-137.5108,42.75,75,100,2.3,overcast clouds
480,Empangeni,ZA,-28.762,31.8933,68.59,81,59,10.47,broken clouds
481,Bandarbeyla,SO,9.4942,50.8122,77.52,82,95,21.92,overcast clouds
482,Salisbury,GB,51.0693,-1.7957,57.51,93,75,13.8,broken clouds
483,Daru,PG,-9.0763,143.2092,81.59,83,99,11.81,overcast clouds
484,Caluquembe,AO,-13.7833,14.6833,60.08,82,15,2.84,few clouds
485,Nieuw Amsterdam,SR,5.8833,-55.0833,81.01,87,4,11.72,clear sky
486,Samdrup Jongkhar,BT,26.9167,91.6167,80.74,59,19,2.35,few clouds
487,Wenling,CN,28.3669,121.36,82.53,73,4,8.97,clear sky
488,Vuktyl,RU,63.8567,57.3094,33.75,78,100,11.54,overcast clouds
489,Mayo,US,38.8876,-76.5119,58.1,93,100,10.0,light rain
490,Hirara,JP,24.8,125.2833,82.24,75,12,10.56,few clouds
491,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,41,20,11.18,few clouds
492,Prince Rupert,CA,54.3161,-130.3201,58.69,85,87,9.22,overcast clouds
493,Cabedelo,BR,-6.9811,-34.8339,74.07,81,26,13.09,scattered clouds
494,Dryden,CA,49.7833,-92.7503,51.55,85,100,8.25,overcast clouds
495,Bintulu,MY,3.1667,113.0333,86.77,65,62,5.39,broken clouds
496,Khandyga,RU,62.6667,135.6,32.14,64,100,4.21,overcast clouds
497,Turukhansk,RU,65.8167,87.9833,32.95,72,99,10.87,overcast clouds
498,Pundaguitan,PH,6.3711,126.1689,82.78,75,43,7.2,scattered clouds
499,Cairns,AU,-16.9167,145.7667,90.07,56,40,11.5,scattered clouds
500,Broome,US,42.2506,-75.833,51.01,83,0,5.75,clear sky
501,Ugoofaaru,MV,5.6667,73.0,80.44,80,100,26.87,moderate rain
502,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,71,8,7.7,clear sky
503,Vila Do Maio,CV,15.1333,-23.2167,79.59,85,27,14.36,scattered clouds
504,Yamada,JP,39.4667,141.95,77.09,55,70,9.01,broken clouds
505,Bodden Town,KY,19.2833,-81.25,82.4,71,20,3.44,few clouds
506,Kieta,PG,-6.2167,155.6333,84.51,68,29,4.56,scattered clouds
507,Usinsk,RU,65.9939,57.5281,34.0,74,100,17.69,overcast clouds
508,Valleyview,CA,55.0667,-117.2859,55.44,71,62,9.22,broken clouds
509,Muroto,JP,33.2833,134.15,77.18,66,1,4.18,clear sky
510,Nyurba,RU,63.2842,118.3319,31.64,59,67,2.3,broken clouds
511,Phulpur,IN,25.55,82.1,83.35,62,8,4.97,clear sky
512,Dunedin,NZ,-45.8742,170.5036,49.89,60,1,5.46,clear sky
513,La Baule-Escoublac,FR,47.2922,-2.364,62.26,96,100,19.57,light rain
514,Ostrovnoy,RU,68.0531,39.5131,38.34,92,100,8.5,overcast clouds
515,Ambilobe,MG,-13.2,49.05,63.73,76,0,3.71,clear sky
516,Kumphawapi,TH,17.1087,103.0149,77.54,90,100,7.76,overcast clouds
517,Peleduy,RU,59.6289,112.7406,33.53,57,100,9.13,overcast clouds
518,Ferme-Neuve,CA,46.7001,-75.4493,45.03,81,7,1.68,clear sky
519,Beaverlodge,CA,55.2166,-119.4361,56.55,63,82,1.66,broken clouds
520,Nchelenge,ZM,-9.3451,28.734,71.47,55,24,3.11,few clouds
521,Tuy Hoa,VN,13.0833,109.3,76.62,92,100,7.11,light rain
522,Maceio,BR,-9.6658,-35.7353,71.04,94,75,2.3,broken clouds
523,Huilong,CN,31.8111,121.655,80.92,82,10,14.2,clear sky
524,Esmeralda,CU,21.8525,-78.1169,75.58,90,96,0.85,overcast clouds
525,Rio Gallegos,AR,-51.6226,-69.2181,44.65,49,0,12.66,clear sky
526,Mildura,AU,-34.2,142.15,75.07,40,24,8.16,few clouds
527,Jonkoping,SE,57.7814,14.1562,49.71,93,75,11.5,broken clouds
528,Zilupe,LV,56.3862,28.1217,43.9,86,100,3.96,overcast clouds
529,San Policarpo,PH,12.1791,125.5072,83.75,78,96,7.11,overcast clouds
530,Majene,ID,-3.5403,118.9707,84.97,71,93,5.86,overcast clouds
531,Hami,CN,42.8,93.45,58.41,36,100,7.18,overcast clouds
532,Hualmay,PE,-11.0964,-77.6139,61.88,83,65,8.66,broken clouds
533,Karonga,MW,-9.9333,33.9333,71.04,62,27,4.38,scattered clouds
534,Saint-Joseph,RE,-21.3667,55.6167,72.46,78,27,10.67,scattered clouds
535,Wawa,NG,9.9022,4.4192,69.75,96,70,3.76,broken clouds
536,Taganak,PH,6.0833,118.3,81.5,78,88,2.46,overcast clouds
537,Nishihara,JP,26.1842,127.7558,85.68,79,75,10.36,broken clouds
538,Raga,SS,8.4596,25.678,69.08,94,12,3.29,few clouds
539,Gimbi,ET,9.1667,35.8333,54.01,97,99,1.95,light rain
540,Kiunga,PG,-6.1219,141.2906,88.54,61,94,2.37,overcast clouds
541,Kitgum,UG,3.2783,32.8867,66.88,90,75,0.29,light rain
542,Christchurch,NZ,-43.5333,172.6333,51.42,66,100,14.97,overcast clouds
543,Walvis Bay,NA,-22.9575,14.5053,56.35,88,0,11.5,clear sky
544,Bonavista,CA,48.6499,-53.1147,52.93,79,5,15.77,clear sky
545,Korla,CN,41.7597,86.1469,62.47,34,29,15.95,scattered clouds
546,Prince Albert,CA,53.2001,-105.7677,49.95,87,100,11.5,overcast clouds
547,Sokoni,TZ,-6.4333,39.55,75.74,71,67,12.91,broken clouds
548,Yeppoon,AU,-23.1333,150.7333,78.58,55,96,9.46,overcast clouds
549,Soller,ES,39.7662,2.7152,59.04,88,2,4.32,clear sky
550,Kaohsiung,TW,22.6163,120.3133,89.55,62,20,8.05,few clouds
551,Myitkyina,MM,25.3833,97.4,87.44,60,95,1.68,overcast clouds
552,Solnechnyy,RU,50.7214,136.6319,48.33,52,10,7.63,clear sky
553,Yei,SS,4.095,30.6779,63.16,95,26,2.66,scattered clouds
554,Galesong,ID,-5.3166,119.3661,89.62,64,76,5.21,broken clouds
555,Marion,US,39.7684,-86.1555,57.58,69,0,10.36,clear sky
556,Krupina,SK,48.3554,19.0647,53.76,99,100,1.99,overcast clouds
557,Smithers,CA,54.7804,-127.1743,53.92,87,75,3.44,broken clouds
558,Honningsvag,NO,70.9821,25.9704,40.75,70,12,6.91,few clouds
559,Doha,QA,25.2867,51.5333,84.18,72,0,4.61,clear sky
560,Omboue,GA,-1.5746,9.2618,75.34,88,99,5.64,light rain
561,Yar-Sale,RU,66.8333,70.8333,31.37,68,98,13.38,overcast clouds
562,Da Lat,VN,11.9465,108.4419,64.85,94,100,1.45,overcast clouds
563,Galveston,US,29.3669,-94.9669,72.0,68,0,3.44,clear sky
564,Sfantu Gheorghe,RO,45.8667,25.7833,62.26,87,28,2.3,scattered clouds
565,Piacabucu,BR,-10.4056,-36.4344,72.3,79,8,6.35,clear sky
566,Bontang,ID,0.1333,117.5,84.49,71,100,9.35,overcast clouds
567,Karratha,AU,-20.7377,116.8463,78.82,57,3,12.59,clear sky
568,Carroll,US,39.5501,-77.0164,54.63,85,100,8.05,moderate rain
569,Balikpapan,ID,-1.2675,116.8289,74.39,100,20,4.61,very heavy rain
570,Namanga,KE,-2.5433,36.7905,60.33,88,61,4.43,broken clouds
571,Kamyshlov,RU,56.8428,62.7111,27.16,77,30,8.28,scattered clouds
572,Road Town,VG,18.4167,-64.6167,80.69,69,61,12.06,broken clouds
573,Galle,LK,6.0367,80.217,80.82,81,86,14.36,overcast clouds
574,Elban,RU,50.1018,136.5094,52.56,58,58,5.21,broken clouds
575,Kovin,RS,44.7475,20.9761,63.9,85,100,8.34,overcast clouds
576,Belle Fourche,US,44.6714,-103.8522,64.33,59,100,6.89,overcast clouds
577,Riviere-Au-Renard,CA,48.9957,-64.3971,46.69,70,88,7.74,overcast clouds
578,Cockburn Town,TC,21.4612,-71.1419,82.4,74,10,16.98,clear sky
579,Sakaiminato,JP,35.55,133.2333,74.8,60,0,4.61,clear sky
580,Kulhudhuffushi,MV,6.6221,73.07,80.83,78,100,25.84,overcast clouds
581,Khani,GE,41.9563,42.9566,49.57,64,0,5.44,clear sky
582,Leningradskiy,RU,69.3833,178.4167,30.38,76,100,8.28,overcast clouds
583,Banamba,ML,13.55,-7.45,72.79,84,70,8.23,broken clouds
584,Kardla,EE,58.9978,22.7492,44.64,91,7,7.99,clear sky
585,Tari,NG,12.4086,4.4914,74.86,80,84,4.59,broken clouds
586,Yantal,RU,56.8471,105.2542,29.82,84,100,6.69,light snow
587,Buchanan,LR,5.8808,-10.0467,75.34,89,100,6.78,light rain
588,Jalu,LY,29.0331,21.5482,85.82,27,0,12.37,clear sky
589,Porto Santo,PT,33.072,-16.3415,70.18,68,20,17.27,few clouds
590,Tomatlan,MX,19.9333,-105.25,75.9,94,61,1.34,broken clouds
591,Ruteng,ID,-8.6136,120.4721,74.84,66,39,1.66,scattered clouds
592,Gubkinskiy,RU,64.434,76.5026,31.51,66,75,6.62,broken clouds
593,Camana,PE,-16.6228,-72.7111,61.25,77,94,7.99,overcast clouds
594,Vabalninkas,LT,55.9667,24.75,49.59,71,100,5.53,overcast clouds
595,Along,IN,28.1667,94.7667,83.07,64,20,0.63,few clouds
596,Sarti,GR,40.1,23.9833,72.82,66,15,4.38,few clouds
597,Yashkino,RU,55.8736,85.4265,31.64,86,100,5.7,overcast clouds
598,Jieshi,CN,22.8134,115.8257,84.18,74,68,13.44,broken clouds
599,Madimba,TZ,-10.4,40.3333,69.3,89,11,3.49,few clouds
600,Umm Lajj,SA,25.0213,37.2685,88.18,35,0,10.78,clear sky
601,Bahia De Caraquez,EC,-0.6,-80.4167,69.98,81,83,7.72,broken clouds
602,La Tuque,CA,47.4334,-72.7824,44.85,93,1,2.3,clear sky
603,Patacamaya,BO,-17.2333,-67.9167,41.52,83,12,10.4,few clouds
604,Bumba,CD,2.1833,22.4667,70.68,90,100,0.76,overcast clouds
605,Mahibadhoo,MV,3.7833,72.9667,81.37,76,100,19.42,overcast clouds
606,Sorong,ID,-0.8833,131.25,84.38,69,32,5.46,scattered clouds
607,Estaimpuis,BE,50.6905,3.2872,57.94,88,100,16.11,overcast clouds
608,Bujaru,BR,-1.515,-48.0447,73.49,97,97,3.96,overcast clouds
609,Itaborai,BR,-22.7444,-42.8594,67.57,86,99,3.38,overcast clouds
610,Skibbereen,IE,51.55,-9.2667,59.11,80,80,21.7,broken clouds
611,Santa Fe,AR,-31.6333,-60.7,57.02,90,0,6.35,light rain
612,Sambava,MG,-14.2667,50.1667,65.39,79,42,7.14,scattered clouds
613,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.03,78,0,5.75,clear sky
614,Blankenburg,DE,51.7833,10.95,51.08,70,100,11.14,overcast clouds
615,Paraiso,CR,9.8383,-83.8656,65.95,97,100,0.4,overcast clouds
616,Slavsk,RU,55.0425,21.677,45.46,79,100,5.26,overcast clouds
617,Mandera,KE,3.9366,41.867,74.48,62,0,9.53,clear sky
618,Guane,CU,22.2025,-84.0875,72.86,85,94,4.92,overcast clouds
619,Fort Beaufort,ZA,-32.7748,26.6338,60.6,80,94,3.42,overcast clouds
620,Puerto Escondido,MX,15.85,-97.0667,78.39,86,86,3.67,overcast clouds
621,Sawtell,AU,-30.3833,153.1,64.42,68,100,20.71,overcast clouds
622,Juneau,US,58.3019,-134.4197,57.2,95,75,18.41,moderate rain
623,Tukrah,LY,32.5341,20.5791,86.25,39,0,21.32,clear sky
624,Strezhevoy,RU,60.7333,77.5889,31.14,70,68,3.85,broken clouds
625,Razole,IN,16.4833,81.8333,75.31,95,100,5.55,moderate rain
626,Ingham,US,42.6,-84.3833,49.86,86,0,0.0,clear sky
627,Uong Bi,VN,21.0333,106.7833,78.78,91,100,2.39,moderate rain
628,Trincomalee,LK,8.5711,81.2335,82.6,71,100,21.94,overcast clouds
629,Skoghall,SE,59.3232,13.4655,50.56,87,75,10.36,broken clouds
630,Coahuayana,MX,18.7333,-103.6833,78.13,90,75,2.48,broken clouds
631,Sungurlu,TR,40.1675,34.3739,62.65,53,0,2.77,clear sky
632,Asilah,MA,35.465,-6.0348,58.96,65,12,12.82,few clouds
633,Beringovskiy,RU,63.05,179.3167,39.79,81,100,31.27,overcast clouds
634,Purpe,RU,64.4803,76.6897,31.57,68,91,6.73,overcast clouds
635,Dzhebariki-Khaya,RU,62.2167,135.8,31.89,65,100,4.94,overcast clouds
636,Mujiayingzi,CN,42.1167,118.7833,62.02,45,100,4.9,overcast clouds
637,Bani Walid,LY,31.7566,13.9942,87.42,16,56,9.84,broken clouds
638,Mackay,AU,-21.15,149.2,80.69,55,60,8.97,broken clouds
639,Mastic Beach,US,40.7668,-72.8521,60.01,79,0,0.0,clear sky
640,Vila,PT,42.0304,-8.1588,45.48,91,100,2.57,overcast clouds
641,Garowe,SO,8.4054,48.4845,74.62,73,96,14.38,overcast clouds
642,Talcahuano,CL,-36.7167,-73.1167,53.28,94,0,5.75,clear sky
643,Zhezkazgan,KZ,47.8043,67.7144,26.58,50,0,17.9,clear sky
644,Port Moresby,PG,-9.4431,147.1797,89.02,66,40,17.27,haze
645,Bima,ID,-8.4667,118.7167,92.98,48,64,2.35,broken clouds
646,Teya,RU,60.3778,92.6267,33.21,58,71,3.29,broken clouds
647,Port Washington,US,40.8257,-73.6982,60.78,70,100,16.11,light rain
648,San Joaquin,US,37.9333,-121.3011,79.99,38,0,4.61,clear sky
649,Bubaque,GW,11.2833,-15.8333,79.59,81,100,10.69,overcast clouds
650,Burgeo,CA,47.6167,-57.6152,50.83,85,0,12.97,clear sky
651,San Juan De Opoa,HN,14.7833,-88.7,64.98,98,60,1.43,broken clouds
652,Moose Factory,CA,51.2585,-80.6094,41.0,75,100,4.61,overcast clouds
653,Ermelo,ZA,-26.5333,29.9833,53.89,61,3,3.49,clear sky
654,Sibu,MY,2.3,111.8167,89.69,58,44,4.29,scattered clouds
655,Erzin,TR,36.9559,36.2,74.25,69,0,1.61,clear sky
656,Mwense,ZM,-10.3845,28.698,68.09,38,14,4.41,few clouds
657,Nouadhibou,MR,20.931,-17.0347,70.47,85,0,22.64,clear sky
658,Nayoro,JP,44.3506,142.4578,75.99,54,10,13.89,clear sky
659,Ruwi,OM,23.5996,58.5507,83.89,63,4,3.15,clear sky
660,Phillaur,IN,31.0292,75.7842,79.45,71,0,3.65,clear sky
661,Macau,MO,22.2006,113.5461,89.85,84,20,10.36,few clouds
662,Grajau,BR,-5.8194,-46.1386,77.92,63,66,3.06,broken clouds
663,Rorvik,NO,64.8621,11.2373,48.31,66,100,13.8,overcast clouds
664,Kodinsk,RU,58.6881,99.1844,32.32,57,100,5.08,overcast clouds
665,Kapiri Mposhi,ZM,-13.9652,28.6809,63.45,44,0,6.87,clear sky
666,Beihai,CN,21.4833,109.1,81.77,81,99,17.96,overcast clouds
667,Chanika,TZ,-5.4167,38.0167,65.25,88,97,2.51,overcast clouds
668,Tacuarembo,UY,-31.7333,-55.9833,53.55,96,100,3.89,overcast clouds
669,Paamiut,GL,61.994,-49.6678,35.06,99,100,7.02,snow
670,Zharkent,KZ,44.1628,80.0,46.63,34,43,1.99,scattered clouds
671,Kabompo,ZM,-13.5927,24.2008,64.13,40,50,5.21,scattered clouds
672,Barra Do Corda,BR,-5.5,-45.25,82.47,45,47,9.6,scattered clouds
673,Robertson,US,36.5167,-86.8667,62.58,74,0,4.61,clear sky
674,Scottsbluff,US,41.8666,-103.6672,63.28,76,75,11.5,broken clouds
675,Antalaha,MG,-14.9003,50.2788,65.1,81,47,6.62,scattered clouds
676,Dvinskoy,RU,62.1535,45.1175,47.1,98,100,6.8,overcast clouds
677,Namatanai,PG,-3.6667,152.4333,84.25,67,98,9.66,light rain
678,Discovery Bay,US,37.9085,-121.6002,80.01,39,0,8.01,clear sky
679,Chumikan,RU,54.7183,135.315,45.88,37,1,10.33,clear sky
680,Duma,CN,34.7653,108.135,61.5,95,100,2.19,overcast clouds
681,Ust-Nera,RU,64.5667,143.2,25.68,83,100,3.85,overcast clouds
682,Abalak,RU,58.1286,68.5944,27.73,69,15,2.3,few clouds
683,Portland,US,45.5234,-122.6762,68.09,78,20,5.99,few clouds
684,Camabatela,AO,-8.1881,15.375,62.91,98,90,2.93,light rain
685,Imbituba,BR,-28.24,-48.6703,60.22,94,100,9.71,overcast clouds
686,Arcata,US,40.8665,-124.0828,66.74,90,0,0.0,mist
687,Nkhata Bay,MW,-11.6066,34.2907,70.54,59,51,3.06,broken clouds
688,Lewistown,US,40.5992,-77.5714,55.87,87,0,0.0,clear sky
689,Trinidad,BO,-14.8333,-64.9,69.64,70,72,4.16,broken clouds
690,Palmer,US,42.1584,-72.3287,52.52,85,75,3.44,broken clouds
691,Saint Andrews,US,34.0454,-81.1293,59.09,81,100,13.8,overcast clouds
